Timestamp,X,Y,Z
1735484217319,0.292,3.820,9.071
1735484217320,0.225,3.796,9.029
1735484217322,0.186,3.858,8.972
1735484217325,0.191,3.781,8.943
1735484217328,0.110,3.805,8.891
1735484217330,0.086,3.733,8.976
1735484217332,0.086,3.694,8.934
1735484217335,0.024,3.661,8.882
1735484217339,-0.019,3.666,8.891
1735484217340,-0.010,3.623,8.900
1735484217343,0.005,3.613,8.896
1735484217346,0.000,3.647,8.915
1735484217348,0.014,3.675,8.905
1735484217350,0.029,3.694,8.995
1735484217352,0.048,3.714,9.005
1735484217355,0.077,3.738,9.066
1735484217358,0.105,3.680,9.038
1735484217361,0.057,3.627,9.014
1735484217364,0.110,3.608,9.081
1735484217366,0.105,3.642,9.024
1735484217368,0.125,3.608,9.047
1735484217370,0.153,3.594,9.038
1735484217372,0.139,3.618,8.990
1735484217375,0.196,3.599,9.042
1735484217378,0.201,3.536,9.090
1735484217381,0.205,3.551,9.094
1735484217383,0.268,3.603,9.104
1735484217386,0.330,3.603,9.142
1735484217388,0.277,3.632,9.161
1735484217390,0.340,3.670,9.114
1735484217392,0.340,3.675,9.142
1735484217395,0.335,3.632,9.123
1735484217399,0.330,3.637,9.042
1735484217401,0.244,3.627,9.038
1735484217404,0.287,3.594,9.005
1735484217406,0.258,3.599,8.924
1735484217407,0.244,3.541,8.872
1735484217410,0.225,3.546,8.825
1735484217413,0.239,3.579,8.882
1735484217415,0.249,3.570,8.835
1735484217419,0.234,3.575,8.820
1735484217421,0.244,3.603,8.820
1735484217424,0.253,3.579,8.867
1735484217426,0.263,3.656,8.886
1735484217428,0.263,3.637,8.830
1735484217430,0.229,3.627,8.896
1735484217432,0.210,3.603,8.905
1735484217436,0.191,3.627,8.896
1735484217439,0.210,3.623,8.924
1735484217441,0.158,3.637,8.848
1735484217444,0.172,3.637,8.910
1735484217446,0.149,3.632,8.915
1735484217448,0.158,3.637,8.872
1735484217450,0.158,3.647,8.853
1735484217453,0.162,3.680,8.853
1735484217456,0.153,3.704,8.929
1735484217459,0.120,3.680,8.910
1735484217461,0.110,3.651,8.905
1735484217464,0.181,3.666,8.953
1735484217466,0.144,3.670,8.938
1735484217468,0.091,3.675,8.957
1735484217470,0.091,3.675,8.990
1735484217473,0.091,3.637,9.000
1735484217476,0.115,3.651,9.000
1735484217479,0.162,3.699,8.990
1735484217480,0.129,3.714,8.985
1735484217483,0.134,3.738,8.990
1735484217487,0.096,3.753,9.000
1735484217487,0.086,3.805,9.009
1735484217490,0.134,3.810,9.042
1735484217492,0.134,3.848,9.057
1735484217495,0.086,3.858,9.005
1735484217498,0.019,3.824,9.000
1735484217500,0.048,3.824,8.896
1735484217503,0.043,3.800,8.867
1735484217506,0.010,3.800,8.835
1735484217508,-0.014,3.796,8.811
1735484217510,0.048,3.853,8.839
1735484217513,-0.019,3.858,8.844
1735484217516,0.029,3.872,8.867
1735484217519,0.019,3.872,8.867
1735484217521,0.053,3.868,8.938
1735484217524,0.067,3.891,8.962
1735484217526,0.038,3.935,8.920
1735484217528,0.053,3.968,8.972
1735484217530,0.038,3.925,8.990
1735484217533,0.010,3.872,9.024
1735484217536,0.029,3.887,9.019
1735484217539,-0.005,3.887,8.972
1735484217541,-0.019,3.848,8.948
1735484217543,-0.014,3.820,8.972
1735484217546,-0.034,3.853,8.957
1735484217548,-0.038,3.877,8.976
1735484217550,0.024,3.872,8.981
1735484217553,0.034,3.882,9.000
1735484217556,0.038,3.887,8.972
1735484217559,0.029,3.915,8.995
1735484217561,0.072,3.920,9.000
1735484217564,0.043,3.920,9.014
1735484217566,0.053,3.911,8.929
1735484217568,0.115,3.935,8.962
1735484217570,0.096,3.925,8.967
1735484217573,0.105,3.920,8.972
1735484217576,0.110,3.906,8.915
1735484217579,0.067,3.930,8.990
1735484217580,0.091,3.891,8.953
1735484217583,0.125,3.882,8.910
1735484217585,0.129,3.844,8.953
1735484217588,0.144,3.877,8.995
1735484217590,0.096,3.848,9.047
1735484217593,0.115,3.848,9.033
1735484217595,0.115,3.872,9.042
1735484217598,0.129,3.858,9.052
1735484217600,0.177,3.853,8.990
1735484217603,0.129,3.810,9.066
1735484217605,0.134,3.820,9.019
1735484217608,0.144,3.844,9.090
1735484217610,0.110,3.844,9.142
1735484217613,0.110,3.815,9.099
1735484217615,0.120,3.772,9.109
1735484217618,0.115,3.776,9.133
1735484217620,0.144,3.829,9.142
1735484217623,0.125,3.805,9.085
1735484217625,0.101,3.839,9.133
1735484217634,0.144,3.805,9.133
1735484217634,0.139,3.805,9.133
1735484217634,0.120,3.728,9.085
1735484217635,0.105,3.810,9.005
1735484217638,0.081,3.748,8.972
1735484217640,0.134,3.767,9.042
1735484217643,0.149,3.742,9.000
1735484217650,0.101,3.772,9.005
1735484217650,0.144,3.762,9.009
1735484217650,0.129,3.738,9.009
1735484217653,0.144,3.728,9.071
1735484217655,0.153,3.733,9.052
1735484217658,0.105,3.699,9.090
1735484217661,0.125,3.781,9.109
1735484217664,0.105,3.796,9.061
1735484217666,0.091,3.675,9.029
1735484217668,0.077,3.675,9.123
1735484217670,0.053,3.685,9.109
1735484217673,0.086,3.651,9.118
1735484217675,0.105,3.627,9.099
1735484217679,0.062,3.603,9.114
1735484217681,0.038,3.618,9.114
1735484217684,0.072,3.613,9.123
1735484217686,0.057,3.623,9.128
1735484217688,0.077,3.632,9.118
1735484217690,0.086,3.666,9.090
1735484217693,0.096,3.642,9.161
1735484217696,0.072,3.666,9.147
1735484217699,0.072,3.685,9.218
1735484217701,0.014,3.714,9.170
1735484217704,0.034,3.709,9.166
1735484217706,0.043,3.675,9.128
1735484217708,-0.005,3.680,9.085
1735484217710,-0.053,3.670,8.981
1735484217713,-0.043,3.704,8.891
1735484217716,-0.057,3.637,8.886
1735484217719,-0.029,3.651,8.782
1735484217720,-0.120,3.632,8.749
1735484217724,-0.110,3.642,8.749
1735484217726,-0.134,3.685,8.721
1735484217728,-0.115,3.680,8.626
1735484217730,-0.134,3.666,8.631
1735484217733,-0.129,3.656,8.588
1735484217736,-0.115,3.632,8.602
1735484217739,-0.149,3.661,8.597
1735484217740,-0.105,3.666,8.602
1735484217743,-0.120,3.704,8.669
1735484217746,-0.101,3.680,8.617
1735484217748,-0.101,3.690,8.706
1735484217750,-0.101,3.723,8.711
1735484217753,-0.081,3.723,8.726
1735484217756,-0.086,3.738,8.721
1735484217758,-0.105,3.753,8.758
1735484217761,-0.120,3.714,8.744
1735484217764,-0.105,3.738,8.739
1735484217767,-0.077,3.675,8.768
1735484217769,-0.081,3.699,8.721
1735484217771,-0.043,3.733,8.749
1735484217774,-0.057,3.709,8.754
1735484217777,-0.067,3.742,8.796
1735484217779,-0.048,3.661,8.782
1735484217781,-0.053,3.690,8.763
1735484217785,-0.062,3.723,8.787
1735484217787,-0.091,3.772,8.796
1735484217789,-0.077,3.757,8.754
1735484217792,-0.096,3.767,8.782
1735484217794,-0.091,3.757,8.716
1735484217797,-0.110,3.733,8.739
1735484217800,-0.129,3.728,8.697
1735484217801,-0.120,3.718,8.649
1735484217805,-0.163,3.728,8.659
1735484217807,-0.177,3.738,8.697
1735484217809,-0.192,3.690,8.730
1735484217812,-0.144,3.709,8.711
1735484217814,-0.144,3.714,8.763
1735484217817,-0.153,3.733,8.801
1735484217819,-0.125,3.767,8.754
1735484217823,-0.144,3.738,8.815
1735484217826,-0.153,3.723,8.791
1735484217826,-0.067,3.748,8.820
1735484217828,-0.134,3.800,8.934
1735484217831,-0.144,3.805,8.877
1735484217834,-0.125,3.748,8.858
1735484217836,-0.158,3.757,8.863
1735484217839,-0.129,3.781,8.877
1735484217840,-0.172,3.753,8.905
1735484217843,-0.192,3.767,8.863
1735484217846,-0.192,3.762,8.943
1735484217848,-0.158,3.753,8.915
1735484217851,-0.163,3.742,8.967
1735484217853,-0.192,3.767,9.033
1735484217856,-0.134,3.791,9.029
1735484217859,-0.110,3.796,9.000
1735484217861,-0.139,3.834,8.995
1735484217864,-0.139,3.834,9.019
1735484217866,-0.134,3.824,9.033
1735484217869,-0.125,3.815,9.014
1735484217871,-0.120,3.796,9.024
1735484217873,-0.149,3.772,9.029
1735484217878,-0.115,3.800,9.052
1735484217880,-0.129,3.810,8.995
1735484217881,-0.134,3.834,9.005
1735484217885,-0.120,3.839,8.953
1735484217887,-0.163,3.829,8.934
1735484217889,-0.177,3.872,8.896
1735484217892,-0.153,3.868,8.887
1735484217894,-0.220,3.829,8.853
1735484217898,-0.172,3.829,8.896
1735484217900,-0.220,3.824,8.858
1735484217901,-0.201,3.791,8.830
1735484217904,-0.216,3.776,8.858
1735484217907,-0.196,3.820,8.867
1735484217909,-0.187,3.853,8.791
1735484217912,-0.177,3.839,8.835
1735484217914,-0.192,3.815,8.877
1735484217918,-0.182,3.839,8.891
1735484217920,-0.158,3.891,8.872
1735484217921,-0.192,3.863,8.877
1735484217924,-0.192,3.853,8.900
1735484217928,-0.230,3.844,8.891
1735484217929,-0.225,3.872,8.877
1735484217932,-0.196,3.786,8.915
1735484217933,-0.230,3.767,8.972
1735484217936,-0.216,3.757,8.900
1735484217939,-0.201,3.781,8.863
1735484217942,-0.206,3.791,8.858
1735484217944,-0.196,3.781,8.830
1735484217946,-0.182,3.738,8.773
1735484217948,-0.153,3.733,8.844
1735484217951,-0.129,3.753,8.768
1735484217953,-0.149,3.791,8.739
1735484217957,-0.134,3.772,8.778
1735484217960,-0.153,3.776,8.721
1735484217961,-0.153,3.728,8.702
1735484217964,-0.172,3.718,8.678
1735484217967,-0.201,3.767,8.636
1735484217968,-0.187,3.690,8.669
1735484217971,-0.163,3.699,8.687
1735484217974,-0.196,3.704,8.631
1735484217977,-0.187,3.656,8.649
1735484217980,-0.216,3.670,8.631
1735484217982,-0.201,3.666,8.654
1735484217984,-0.158,3.694,8.659
1735484217987,-0.153,3.714,8.659
1735484217989,-0.101,3.714,8.649
1735484217991,-0.101,3.753,8.645
1735484217994,-0.110,3.757,8.659
1735484217998,-0.115,3.753,8.721
1735484218000,-0.091,3.685,8.726
1735484218002,-0.163,3.661,8.687
1735484218005,-0.139,3.699,8.744
1735484218007,-0.134,3.728,8.716
1735484218009,-0.144,3.709,8.716
1735484218012,-0.091,3.718,8.669
1735484218014,-0.096,3.753,8.739
1735484218016,-0.110,3.767,8.726
1735484218019,-0.129,3.748,8.664
1735484218022,-0.120,3.704,8.584
1735484218025,-0.144,3.690,8.626
