Timestamp,X,Y,Z
1744759136029,0.000,0.003,0.000
1744759136049,-0.000,0.003,0.000
1744759136069,-0.000,0.003,0.001
1744759136089,-0.000,0.003,0.001
1744759136109,-0.000,0.003,0.001
1744759136129,-0.001,0.003,0.001
1744759136149,-0.001,0.003,0.001
1744759136169,-0.001,0.003,0.001
1744759136189,-0.001,0.003,0.001
1744759136209,-0.001,0.003,0.001
1744759136229,-0.001,0.003,0.002
1744759136249,-0.001,0.003,0.002
1744759136269,-0.001,0.003,0.002
1744759136289,-0.001,0.003,0.002
1744759136309,-0.001,0.003,0.002
1744759136329,-0.002,0.003,0.002
1744759136349,-0.002,0.003,0.002
1744759136369,-0.002,0.003,0.002
1744759136389,-0.002,0.003,0.002
1744759136409,-0.002,0.003,0.002
1744759136429,-0.002,0.003,0.002
1744759136449,-0.002,0.003,0.002
1744759136469,-0.002,0.003,0.002
1744759136489,-0.002,0.003,0.002
1744759136509,-0.002,0.003,0.002
1744759136529,-0.002,0.003,0.002
1744759136549,-0.002,0.003,0.002
1744759136569,-0.002,0.003,0.003
1744759136590,-0.002,0.003,0.003
1744759136609,-0.002,0.003,0.003
1744759136629,-0.002,0.003,0.003
1744759136649,-0.003,0.003,0.003
1744759136669,-0.003,0.003,0.003
1744759136697,-0.003,0.003,0.003
1744759136709,-0.003,0.003,0.003
1744759136730,-0.003,0.003,0.003
1744759136749,-0.003,0.003,0.003
1744759136769,-0.003,0.003,0.003
1744759136789,-0.003,0.003,0.003
1744759136809,-0.003,0.003,0.003
1744759136830,-0.003,0.003,0.003
1744759136850,-0.003,0.003,0.003
1744759136869,-0.003,0.003,0.003
1744759136889,-0.003,0.003,0.003
1744759136909,-0.003,0.003,0.003
1744759136929,-0.003,0.003,0.003
1744759136950,-0.003,0.003,0.004
1744759136970,-0.003,0.003,0.003
1744759136990,-0.003,0.003,0.003
1744759137010,-0.003,0.003,0.004
1744759137030,-0.003,0.003,0.004
1744759137050,-0.003,0.003,0.004
1744759137070,-0.003,0.003,0.004
1744759137090,-0.003,0.003,0.004
1744759137111,-0.003,0.003,0.004
1744759137130,-0.003,0.003,0.004
1744759137152,-0.003,0.003,0.004
1744759137171,-0.003,0.003,0.004
1744759137190,-0.003,0.003,0.004
1744759137210,-0.003,0.003,0.004
1744759137233,-0.003,0.003,0.004
1744759137251,-0.003,0.003,0.004
1744759137272,-0.003,0.003,0.004
1744759137290,-0.003,0.003,0.004
1744759137310,-0.003,0.003,0.004
1744759137332,-0.003,0.003,0.004
1744759137351,-0.003,0.003,0.004
1744759137370,-0.003,0.003,0.004
1744759137389,-0.003,0.003,0.004
1744759137410,-0.003,0.003,0.004
1744759137429,-0.003,0.003,0.004
1744759137449,-0.003,0.003,0.004
1744759137469,-0.003,0.003,0.004
1744759137489,-0.003,0.003,0.004
1744759137510,-0.003,0.003,0.004
1744759137529,-0.003,0.003,0.004
1744759137549,-0.003,0.003,0.004
1744759137570,-0.003,0.003,0.004
1744759137590,-0.003,0.003,0.004
1744759137610,-0.003,0.003,0.004
1744759137629,-0.003,0.003,0.004
1744759137650,-0.003,0.003,0.004
1744759137670,-0.003,0.003,0.004
1744759137689,-0.003,0.003,0.004
1744759137709,-0.003,0.003,0.004
1744759137729,-0.003,0.003,0.004
1744759137750,-0.003,0.003,0.004
1744759137771,-0.004,0.003,0.004
1744759137790,-0.004,0.003,0.004
1744759137811,-0.003,0.003,0.004
1744759137830,-0.003,0.003,0.004
1744759137850,-0.003,0.003,0.004
1744759137870,-0.003,0.003,0.004
1744759137890,-0.003,0.003,0.004
1744759137910,-0.003,0.003,0.004
1744759137930,-0.003,0.003,0.004
1744759137950,-0.003,0.003,0.004
1744759137970,-0.003,0.003,0.004
1744759137990,-0.003,0.003,0.004
1744759138010,-0.003,0.003,0.004
1744759138031,-0.003,0.003,0.004
1744759138050,-0.003,0.003,0.004
1744759138070,-0.003,0.003,0.004
1744759138091,-0.003,0.003,0.004
1744759138111,-0.003,0.003,0.004
1744759138134,-0.003,0.003,0.004
1744759138150,-0.003,0.003,0.004
1744759138170,-0.003,0.003,0.004
1744759138190,-0.003,0.003,0.004
1744759138210,-0.003,0.003,0.004
1744759138230,-0.003,0.003,0.004
1744759138251,-0.003,0.003,0.004
1744759138270,-0.003,0.003,0.004
1744759138291,-0.003,0.003,0.004
1744759138310,-0.003,0.003,0.004
1744759138332,-0.003,0.003,0.004
1744759138352,-0.003,0.003,0.004
1744759138371,-0.003,0.003,0.003
1744759138390,-0.003,0.003,0.003
1744759138410,-0.270,-0.628,-0.049
1744759138430,-0.524,-0.551,-0.042
1744759138450,-0.583,-0.591,-0.046
1744759138470,-0.336,-0.823,-0.065
1744759138490,0.290,-0.960,-0.076
1744759138510,1.058,-0.914,-0.072
1744759138530,1.664,-0.678,-0.052
1744759138549,1.994,-0.337,-0.024
1744759138570,2.061,0.006,0.004
1744759138590,1.967,0.364,0.034
1744759138610,1.756,0.694,0.062
1744759138630,1.437,1.017,0.089
1744759138650,1.006,1.350,0.116
1744759138670,0.360,1.736,0.149
1744759138690,-0.879,2.187,0.186
1744759138710,-2.637,2.209,0.188
1744759138729,-4.238,1.535,0.132
1744759138750,-4.833,0.548,0.050
1744759138769,-4.814,0.548,0.050
1744759138789,-4.409,-0.714,-0.054
1744759138810,-3.374,-1.873,-0.150
1744759138830,-1.773,-2.798,-0.227
1744759138849,-0.029,-3.238,-0.264
1744759138869,1.479,-3.178,-0.259
1744759138890,2.581,-2.724,-0.221
1744759138909,3.336,-1.911,-0.153
1744759138930,3.617,-0.884,-0.068
1744759138950,3.497,0.287,0.030
1744759138970,2.835,1.716,0.149
1744759138989,1.205,3.466,0.294
1744759139010,-1.251,4.476,0.378
1744759139029,-3.277,4.152,0.351
1744759139084,-4.149,3.028,0.258
1744759139084,-4.142,3.028,0.258
1744759139089,-2.552,-0.390,-0.026
1744759139110,0.204,-1.567,-0.124
1744759139129,2.841,-1.839,-0.146
1744759139149,3.976,-1.551,-0.122
1744759139169,4.182,-0.978,-0.075
1744759139190,4.045,-0.974,-0.074
1744759139210,3.616,-0.189,-0.009
1744759139230,2.734,0.603,0.057
1744759139250,1.471,1.347,0.119
1744759139270,-0.053,1.852,0.161
1744759139290,-1.616,1.994,0.172
1744759139310,-3.247,1.750,0.152
1744759139330,-4.452,1.122,0.100
1744759139349,-4.928,0.271,0.029
1744759139370,-4.588,-1.007,-0.077
1744759139390,-4.421,-1.009,-0.077
1744759139410,-1.740,-3.910,-0.318
1744759139430,1.992,-5.255,-0.430
1744759139450,3.675,-3.487,-0.283
1744759139470,3.488,-0.182,-0.008
1744759139489,1.822,2.418,0.208
1744759139509,-0.351,3.575,0.304
1744759139530,-0.351,3.575,0.304
1744759139550,-2.002,3.485,0.297
1744759139569,-3.218,2.592,0.222
1744759139590,-3.707,1.484,0.130
1744759139610,-3.700,0.174,0.021
1744759139630,-3.197,-1.092,-0.084
1744759139650,-2.196,-2.298,-0.184
1744759139670,-0.530,-3.406,-0.276
1744759139689,1.351,-3.923,-0.319
1744759139710,3.167,-3.655,-0.296
1744759139729,4.195,-2.678,-0.215
1744759139750,4.322,-1.257,-0.097
1744759139770,3.770,0.317,0.034
1744759139790,3.737,0.318,0.034
1744759139810,2.137,2.399,0.207
1744759139830,-0.869,4.087,0.347
1744759139850,-3.151,3.879,0.330
1744759139870,-4.309,2.694,0.232
1744759139890,-4.506,1.307,0.116
1744759139909,-3.787,-0.397,-0.025
1744759139930,-2.119,-2.188,-0.174
1744759139950,-0.005,-3.379,-0.273
1744759139970,-0.005,-3.379,-0.273
1744759139989,2.227,-3.664,-0.296
1744759140009,3.700,-2.964,-0.238
1744759140030,4.177,-1.466,-0.114
1744759140050,3.900,0.229,0.027
1744759140069,2.705,2.124,0.185
1744759140089,0.315,3.703,0.316
1744759140110,-1.813,3.928,0.335
1744759140130,-1.810,3.928,0.335
1744759140150,-3.394,3.169,0.272
1744759140170,-4.228,1.745,0.154
1744759140190,-4.223,0.218,0.027
1744759140210,-3.641,-1.062,-0.080
1744759140230,-2.422,-2.383,-0.190
1744759140250,-0.977,-3.151,-0.253
1744759140269,0.700,-3.428,-0.276
1744759140290,0.699,-3.428,-0.276
1744759140309,2.827,-2.883,-0.231
1744759140330,4.478,-1.026,-0.077
1744759140349,4.561,2.161,0.188
1744759140370,2.209,4.110,0.350
1744759140390,-1.714,3.113,0.267
1744759140410,-3.427,1.222,0.110
1744759140429,-3.481,-0.749,-0.054
1744759140449,-2.653,-2.042,-0.161
1744759140469,-1.029,-2.875,-0.230
1744759140490,-1.028,-2.875,-0.230
1744759140510,0.756,-3.014,-0.241
1744759140530,2.166,-2.661,-0.212
1744759140550,3.117,-1.941,-0.152
1744759140570,3.345,-1.205,-0.091
1744759140589,3.089,-0.458,-0.029
1744759140614,2.472,0.350,0.038
1744759140630,1.671,0.933,0.086
1744759140650,0.804,1.344,0.121
1744759140676,-0.082,1.606,0.142
1744759140691,-0.912,1.696,0.150
1744759140711,-0.906,1.695,0.150
1744759140730,-1.442,1.622,0.144
1744759140750,-1.818,1.391,0.125
1744759140769,-1.917,1.133,0.103
1744759140789,-1.851,0.816,0.077
1744759140809,-1.604,0.457,0.047
1744759140830,-1.270,0.175,0.023
1744759140849,-0.883,-0.033,0.006
1744759140869,-0.583,-0.139,-0.003
1744759140889,-0.564,-0.139,-0.003
1744759140909,-0.285,-0.164,-0.006
1744759140930,-0.133,-0.113,-0.002
1744759140950,-0.065,-0.039,0.004
1744759140970,-0.050,0.003,0.007
1744759140990,-0.047,0.003,0.007
1744759141009,-0.045,0.003,0.007
1744759141029,-0.042,0.003,0.006
1744759141050,-0.040,0.003,0.006
1744759141070,-0.038,0.003,0.006
1744759141090,-0.037,0.003,0.006
1744759141109,-0.035,0.003,0.006
1744759141130,-0.034,0.003,0.006
1744759141149,-0.032,0.003,0.005
1744759141170,-0.031,0.003,0.005
1744759141189,-0.030,0.003,0.005
1744759141209,-0.029,0.003,0.005
1744759141229,-0.028,0.003,0.005
1744759141250,-0.027,0.003,0.005
1744759141270,-0.026,0.003,0.005
1744759141290,-0.025,0.003,0.005
1744759141311,-0.024,0.003,0.005
1744759141330,-0.023,0.003,0.005
1744759141350,-0.022,0.003,0.005
1744759141372,-0.022,0.003,0.005
1744759141390,-0.021,0.003,0.005
1744759141409,-0.020,0.003,0.004
1744759141430,-0.020,0.003,0.004
1744759141450,-0.019,0.003,0.004
1744759141470,-0.019,0.003,0.004
1744759141490,-0.018,0.003,0.004
1744759141509,-0.018,0.003,0.004
1744759141530,-0.017,0.003,0.004
1744759141550,-0.017,0.003,0.004
1744759141570,-0.016,0.003,0.004
1744759141590,-0.016,0.003,0.004
1744759141610,-0.015,0.003,0.004
1744759141630,-0.015,0.003,0.004
1744759141650,-0.014,0.003,0.004
1744759141670,-0.014,0.003,0.004
1744759141691,-0.014,0.003,0.004
1744759141710,-0.013,0.003,0.004
1744759141731,-0.013,0.003,0.004
1744759141750,-0.013,0.003,0.004
1744759141771,-0.012,0.003,0.004
1744759141790,-0.012,0.003,0.004
1744759141810,-0.012,0.003,0.004
1744759141829,-0.011,0.003,0.004
1744759141850,-0.011,0.003,0.004
1744759141870,-0.011,0.003,0.004
1744759141890,-0.011,0.003,0.004
1744759141910,-0.011,0.003,0.003
1744759141930,-0.010,0.003,0.003
1744759141950,-0.010,0.003,0.003
1744759141970,-0.010,0.003,0.004
1744759141989,-0.010,0.003,0.003
1744759142011,-0.009,0.003,0.003
1744759142031,-0.009,0.003,0.003
1744759142052,-0.009,0.003,0.003
1744759142072,-0.009,0.003,0.003
1744759142090,-0.009,0.003,0.003
1744759142111,-0.009,0.003,0.003
1744759142130,-0.008,0.003,0.003
1744759142151,-0.008,0.003,0.003
1744759142169,-0.008,0.003,0.004
1744759142190,-0.008,0.003,0.004
1744759142210,-0.008,0.003,0.003
1744759142231,-0.008,0.003,0.003
1744759142250,-0.008,0.003,0.003
1744759142270,-0.008,0.003,0.003
1744759142289,-0.007,0.003,0.003
1744759142309,-0.007,0.003,0.003
